ID,項,レースID,レース名,距離,天候,馬場,開催年,開催コース,開催回,開催日,レースタイプ,No,グレード
1661,0,202402010505,2歳新馬,1200,曇,良,2024,函館,5,2024-06-22,芝,,
1662,0,202402010506,3歳未勝利,2000,曇,良,2024,函館,6,2024-06-22,芝,,
1663,0,202402010507,3歳以上1勝クラス,1200,曇,良,2024,函館,7,2024-06-22,芝,,
1664,0,202402010508,3歳以上1勝クラス,1000,曇,良,2024,函館,8,2024-06-22,ダート,,
1665,0,202402010509,恵山特別,1800,曇,良,2024,函館,9,2024-06-22,芝,,
1666,0,202402010510,渡島特別,1700,曇,良,2024,函館,10,2024-06-22,ダート,,
1667,0,202402010511,青函ステークス,1200,曇,良,2024,函館,11,2024-06-22,芝,,
1668,0,202402010512,3歳以上1勝クラス,1700,曇,良,2024,函館,12,2024-06-22,ダート,,
1669,0,202405030701,3歳未勝利,1600,晴,重,2024,東京,1,2024-06-22,ダート,,
1670,0,202405030702,3歳未勝利,2100,晴,重,2024,東京,2,2024-06-22,ダート,,
1671,0,202405030703,3歳未勝利,1300,晴,重,2024,東京,3,2024-06-22,ダート,,
1672,0,202405030704,3歳未勝利,1600,晴,稍重,2024,東京,4,2024-06-22,芝,,
1673,0,202405030705,2歳新馬,1800,晴,稍重,2024,東京,5,2024-06-22,芝,,
1674,0,202405030706,2歳新馬,1400,晴,稍重,2024,東京,6,2024-06-22,芝,,
1675,0,202405030707,3歳以上1勝クラス,1600,晴,重,2024,東京,7,2024-06-22,ダート,,
1676,0,202405030708,東京ジャンプステークス,3110,晴,稍重,2024,東京,8,2024-06-22,障害,,JG3
1677,0,202405030709,清里特別,1400,晴,重,2024,東京,9,2024-06-22,ダート,,
1678,0,202405030710,日野特別,1600,晴,重,2024,東京,10,2024-06-22,ダート,,
1679,0,202405030711,江の島ステークス,1800,晴,良,2024,東京,11,2024-06-22,芝,,
1680,0,202405030712,3歳以上1勝クラス,1600,晴,良,2024,東京,12,2024-06-22,芝,,
1681,0,202408040701,2歳未勝利,1600,晴,良,2024,京都,1,2024-06-22,芝,,
1682,0,202408040702,3歳未勝利,1800,晴,重,2024,京都,2,2024-06-22,ダート,,
1683,0,202408040703,3歳未勝利,1400,晴,重,2024,京都,3,2024-06-22,ダート,,
1684,0,202408040704,3歳未勝利,1900,晴,重,2024,京都,4,2024-06-22,ダート,,
1685,0,202408040705,2歳新馬,1400,晴,良,2024,京都,5,2024-06-22,芝,,
1686,0,202408040706,3歳未勝利,1800,曇,良,2024,京都,6,2024-06-22,芝,,
1687,0,202408040707,3歳以上1勝クラス,1800,曇,稍重,2024,京都,7,2024-06-22,ダート,,
1688,0,202408040708,3歳以上1勝クラス,1400,曇,稍重,2024,京都,8,2024-06-22,ダート,,
1689,0,202408040709,京極特別,1900,曇,稍重,2024,京都,9,2024-06-22,ダート,,
1690,0,202408040710,ストークステークス,1400,曇,良,2024,京都,10,2024-06-22,芝,,
1691,0,202408040711,天保山ステークス,1400,曇,稍重,2024,京都,11,2024-06-22,ダート,,
1692,0,202408040712,3歳以上1勝クラス,1600,小雨,良,2024,京都,12,2024-06-22,芝,,
1693,0,202402010601,3歳未勝利,1200,曇,良,2024,函館,1,2024-06-23,芝,,
1694,0,202402010602,3歳未勝利,1700,曇,良,2024,函館,2,2024-06-23,ダート,,
1695,0,202402010603,3歳未勝利,1000,曇,良,2024,函館,3,2024-06-23,ダート,,
1696,0,202402010604,3歳未勝利,1800,曇,良,2024,函館,4,2024-06-23,芝,,
1697,0,202402010605,2歳新馬,1200,曇,良,2024,函館,5,2024-06-23,芝,,
1698,0,202402010606,3歳未勝利,1700,曇,良,2024,函館,6,2024-06-23,ダート,,
1699,0,202402010607,3歳以上1勝クラス,2600,曇,良,2024,函館,7,2024-06-23,芝,,
1700,0,202402010608,3歳以上1勝クラス,1700,曇,良,2024,函館,8,2024-06-23,ダート,,
1701,0,202402010609,洞爺湖特別,2000,曇,良,2024,函館,9,2024-06-23,芝,,
1702,0,202402010610,HTB杯,1200,晴,良,2024,函館,10,2024-06-23,芝,,
1703,0,202402010611,大沼ステークス,1700,晴,良,2024,函館,11,2024-06-23,ダート,,
1704,0,202402010612,3歳以上1勝クラス,1200,晴,良,2024,函館,12,2024-06-23,芝,,
1705,0,202405030801,2歳未勝利,1600,曇,稍重,2024,東京,1,2024-06-23,芝,,
1706,0,202405030802,3歳未勝利,1600,小雨,重,2024,東京,2,2024-06-23,ダート,,
1707,0,202405030803,3歳未勝利,2400,小雨,稍重,2024,東京,3,2024-06-23,芝,,
1708,0,202405030804,3歳未勝利,1600,曇,重,2024,東京,4,2024-06-23,ダート,,
1709,0,202405030805,2歳新馬,1600,曇,稍重,2024,東京,5,2024-06-23,芝,,
1710,0,202405030806,3歳未勝利,1400,曇,重,2024,東京,6,2024-06-23,ダート,,
1711,0,202405030807,3歳以上1勝クラス,1800,曇,稍重,2024,東京,7,2024-06-23,芝,,
1712,0,202405030808,3歳以上1勝クラス,2100,曇,重,2024,東京,8,2024-06-23,ダート,,
1713,0,202405030809,八ヶ岳特別,1800,曇,稍重,2024,東京,9,2024-06-23,芝,,
1714,0,202405030810,甲州街道ステークス,1600,曇,重,2024,東京,10,2024-06-23,ダート,,
1715,0,202405030811,パラダイスステークス,1400,曇,稍重,2024,東京,11,2024-06-23,芝,,
1716,0,202405030812,3歳以上1勝クラス,1400,曇,重,2024,東京,12,2024-06-23,ダート,,
1717,0,202408040801,3歳未勝利,1400,小雨,不良,2024,京都,1,2024-06-23,ダート,,
1718,0,202408040802,3歳未勝利,1800,小雨,不良,2024,京都,2,2024-06-23,ダート,,
1719,0,202408040803,3歳未勝利,1200,小雨,不良,2024,京都,3,2024-06-23,ダート,,
1720,0,202408040804,3歳未勝利,1600,小雨,重,2024,京都,4,2024-06-23,芝,,
1721,0,202408040805,2歳新馬,1800,小雨,重,2024,京都,5,2024-06-23,芝,,
1722,0,202408040806,3歳未勝利,2200,小雨,重,2024,京都,6,2024-06-23,芝,,
1723,0,202408040807,3歳以上1勝クラス,1800,雨,不良,2024,京都,7,2024-06-23,ダート,,
1724,0,202408040808,木屋町特別,2000,雨,重,2024,京都,8,2024-06-23,芝,,
1725,0,202408040809,瀬田特別,1400,曇,重,2024,京都,9,2024-06-23,芝,,
1726,0,202408040810,サイレンススズカC,1400,曇,不良,2024,京都,10,2024-06-23,ダート,,
1727,0,202408040811,宝塚記念,2200,曇,重,2024,京都,11,2024-06-23,芝,,G1
1728,0,202408040812,リボン賞,1200,曇,不良,2024,京都,12,2024-06-23,ダート,,
1729,0,202402010701,2歳未勝利,1200,晴,良,2024,函館,1,2024-06-29,芝,,
1730,0,202402010702,3歳未勝利,1000,晴,良,2024,函館,2,2024-06-29,ダート,,
1731,0,202402010703,3歳未勝利,1800,晴,良,2024,函館,3,2024-06-29,芝,,
1732,0,202402010704,3歳未勝利,1700,晴,良,2024,函館,4,2024-06-29,ダート,,
1733,0,202402010705,2歳新馬,1200,晴,良,2024,函館,5,2024-06-29,芝,,
1734,0,202402010706,2歳新馬,1000,晴,良,2024,函館,6,2024-06-29,ダート,,
1735,0,202402010707,3歳以上1勝クラス,2000,晴,良,2024,函館,7,2024-06-29,芝,,
1736,0,202402010708,3歳以上1勝クラス,2400,晴,良,2024,函館,8,2024-06-29,ダート,,
1737,0,202402010709,長万部特別,1200,晴,良,2024,函館,9,2024-06-29,芝,,
1738,0,202402010710,北海ハンデキャップ,1800,晴,良,2024,函館,10,2024-06-29,芝,,
1739,0,202402010711,TVh杯,1200,晴,良,2024,函館,11,2024-06-29,芝,,
1740,0,202402010712,3歳以上1勝クラス,1700,晴,良,2024,函館,12,2024-06-29,ダート,,
1741,0,202403020101,障害3歳以上オープン,2750,晴,良,2024,福島,1,2024-06-29,障害,,
1742,0,202403020102,3歳未勝利,1700,晴,良,2024,福島,2,2024-06-29,ダート,,
1743,0,202403020103,3歳未勝利,1700,晴,良,2024,福島,3,2024-06-29,ダート,,
1744,0,202403020104,障害3歳以上未勝利,2750,晴,良,2024,福島,4,2024-06-29,障害,,
1745,0,202403020105,2歳新馬,1200,晴,良,2024,福島,5,2024-06-29,芝,,
1746,0,202403020106,2歳新馬,1150,晴,良,2024,福島,6,2024-06-29,ダート,,
1747,0,202403020107,3歳未勝利,1800,晴,良,2024,福島,7,2024-06-29,芝,,
1748,0,202403020108,3歳以上1勝クラス,1700,晴,良,2024,福島,8,2024-06-29,ダート,,
1749,0,202403020109,開成山特別,2600,晴,良,2024,福島,9,2024-06-29,芝,,
1750,0,202403020110,松島特別,1800,晴,良,2024,福島,10,2024-06-29,芝,,
1751,0,202403020111,バーデンバーデンC,1200,晴,良,2024,福島,11,2024-06-29,芝,,
1752,0,202403020112,3歳以上1勝クラス,1150,晴,良,2024,福島,12,2024-06-29,ダート,,
1753,0,202410030101,2歳未勝利,1200,曇,良,2024,小倉,1,2024-06-29,芝,,
1754,0,202410030102,3歳未勝利,1000,曇,重,2024,小倉,2,2024-06-29,ダート,,
1755,0,202410030103,3歳未勝利,1200,曇,良,2024,小倉,3,2024-06-29,芝,,
1756,0,202410030104,3歳未勝利,1800,曇,良,2024,小倉,4,2024-06-29,芝,,
1757,0,202410030105,2歳新馬,1200,曇,良,2024,小倉,5,2024-06-29,芝,,
1758,0,202410030106,2歳新馬,1000,曇,稍重,2024,小倉,6,2024-06-29,ダート,,
1759,0,202410030107,3歳未勝利,1700,曇,稍重,2024,小倉,7,2024-06-29,ダート,,
1760,0,202410030108,3歳以上1勝クラス,1800,曇,良,2024,小倉,8,2024-06-29,芝,,
1761,0,202410030109,英彦山特別,2600,曇,良,2024,小倉,9,2024-06-29,芝,,
1762,0,202410030110,熊本城特別,1700,曇,稍重,2024,小倉,10,2024-06-29,ダート,,
1763,0,202410030111,博多ステークス,1800,曇,良,2024,小倉,11,2024-06-29,芝,,
1764,0,202410030112,3歳以上1勝クラス,1200,曇,良,2024,小倉,12,2024-06-29,芝,,
1765,0,202402010801,2歳未勝利,1200,晴,良,2024,函館,1,2024-06-30,芝,,
1766,0,202402010802,3歳未勝利,1700,晴,良,2024,函館,2,2024-06-30,ダート,,
1767,0,202402010803,3歳未勝利,1200,晴,良,2024,函館,3,2024-06-30,芝,,
1768,0,202402010804,3歳未勝利,1700,晴,良,2024,函館,4,2024-06-30,ダート,,
1769,0,202402010805,2歳新馬,1800,曇,良,2024,函館,5,2024-06-30,芝,,
1770,0,202402010806,3歳未勝利,2000,曇,良,2024,函館,6,2024-06-30,芝,,
1771,0,202402010807,3歳以上1勝クラス,1700,曇,良,2024,函館,7,2024-06-30,ダート,,
1772,0,202402010808,3歳以上1勝クラス,1800,曇,良,2024,函館,8,2024-06-30,芝,,
1773,0,202402010809,竜飛崎特別,1700,曇,良,2024,函館,9,2024-06-30,ダート,,
1774,0,202402010810,立待岬特別,1200,曇,良,2024,函館,10,2024-06-30,芝,,
1775,0,202402010811,巴賞,1800,曇,良,2024,函館,11,2024-06-30,芝,,
1776,0,202402010812,3歳以上1勝クラス,1000,雨,良,2024,函館,12,2024-06-30,ダート,,
1777,0,202403020201,2歳未勝利,1800,曇,良,2024,福島,1,2024-06-30,芝,,
1778,0,202403020202,3歳未勝利,1150,曇,良,2024,福島,2,2024-06-30,ダート,,
1779,0,202403020203,3歳未勝利,1200,曇,良,2024,福島,3,2024-06-30,芝,,
1780,0,202403020204,3歳未勝利,1700,曇,良,2024,福島,4,2024-06-30,ダート,,
1781,0,202403020205,2歳新馬,1800,曇,良,2024,福島,5,2024-06-30,芝,,
1782,0,202403020206,2歳新馬,1200,曇,良,2024,福島,6,2024-06-30,芝,,
1783,0,202403020207,3歳未勝利,2000,曇,良,2024,福島,7,2024-06-30,芝,,
1784,0,202403020208,3歳以上1勝クラス,1700,曇,良,2024,福島,8,2024-06-30,ダート,,
1785,0,202403020209,さくらんぼ特別,1200,曇,良,2024,福島,9,2024-06-30,芝,,
1786,0,202403020210,いわき特別,1700,曇,良,2024,福島,10,2024-06-30,ダート,,
1787,0,202403020211,ラジオNIKKEI賞,1800,雨,良,2024,福島,11,2024-06-30,芝,,G3
1788,0,202403020212,3歳以上1勝クラス,1200,雨,良,2024,福島,12,2024-06-30,芝,,
1789,0,202410030201,障害3歳以上未勝利,2860,小雨,稍重,2024,小倉,1,2024-06-30,障害,,
1790,0,202410030202,3歳未勝利,1200,小雨,稍重,2024,小倉,2,2024-06-30,芝,,
1791,0,202410030203,3歳未勝利,1700,曇,重,2024,小倉,3,2024-06-30,ダート,,
1792,0,202410030204,3歳未勝利,2000,曇,稍重,2024,小倉,4,2024-06-30,芝,,
1793,0,202410030205,2歳新馬,1200,曇,稍重,2024,小倉,5,2024-06-30,芝,,
1794,0,202410030206,2歳新馬,1200,曇,稍重,2024,小倉,6,2024-06-30,芝,,
1795,0,202410030207,3歳以上1勝クラス,1000,曇,重,2024,小倉,7,2024-06-30,ダート,,
1796,0,202410030208,3歳以上1勝クラス,1200,曇,稍重,2024,小倉,8,2024-06-30,芝,,
1797,0,202410030209,柳川特別,1800,曇,稍重,2024,小倉,9,2024-06-30,芝,,
1798,0,202410030210,薩摩ステークス,1700,曇,重,2024,小倉,10,2024-06-30,ダート,,
1799,0,202410030211,北九州記念,1200,曇,稍重,2024,小倉,11,2024-06-30,芝,,G3
1800,0,202410030212,3歳以上1勝クラス,1700,曇,重,2024,小倉,12,2024-06-30,ダート,,
1801,0,202402010901,2歳未勝利,1200,曇,良,2024,函館,1,2024-07-06,芝,,
1802,0,202402010902,3歳未勝利,1000,曇,稍重,2024,函館,2,2024-07-06,ダート,,
1803,0,202402010903,3歳未勝利,2000,曇,良,2024,函館,3,2024-07-06,芝,,
1804,0,202402010904,3歳未勝利,1700,曇,稍重,2024,函館,4,2024-07-06,ダート,,
1805,0,202402010905,2歳新馬,1200,曇,良,2024,函館,5,2024-07-06,芝,,
1806,0,202402010906,3歳未勝利,2600,曇,良,2024,函館,6,2024-07-06,芝,,
1807,0,202402010907,3歳以上1勝クラス,1000,曇,稍重,2024,函館,7,2024-07-06,ダート,,
1808,0,202402010908,3歳以上1勝クラス,1700,曇,稍重,2024,函館,8,2024-07-06,ダート,,
1809,0,202402010909,北斗特別,2000,曇,良,2024,函館,9,2024-07-06,芝,,
1810,0,202402010910,潮騒特別,1200,曇,良,2024,函館,10,2024-07-06,芝,,
1811,0,202402010911,マリーンステークス,1700,曇,稍重,2024,函館,11,2024-07-06,ダート,,
1812,0,202402010912,3歳以上1勝クラス,1200,曇,良,2024,函館,12,2024-07-06,芝,,
1813,0,202403020301,2歳未勝利,1200,曇,良,2024,福島,1,2024-07-06,芝,,
1814,0,202403020302,2歳未勝利,1800,曇,良,2024,福島,2,2024-07-06,芝,,
1815,0,202403020303,3歳未勝利,1700,曇,良,2024,福島,3,2024-07-06,ダート,,
1816,0,202403020304,3歳未勝利,2000,曇,良,2024,福島,4,2024-07-06,芝,,
1817,0,202403020305,2歳新馬,1800,曇,良,2024,福島,5,2024-07-06,芝,,
1818,0,202403020306,2歳新馬,1200,曇,良,2024,福島,6,2024-07-06,芝,,
1819,0,202403020307,3歳未勝利,1700,曇,良,2024,福島,7,2024-07-06,ダート,,
1820,0,202403020308,3歳以上1勝クラス,2000,曇,良,2024,福島,8,2024-07-06,芝,,
1821,0,202403020309,大郷特別,1200,曇,良,2024,福島,9,2024-07-06,芝,,
1822,0,202403020310,猪苗代特別,2000,曇,良,2024,福島,10,2024-07-06,芝,,
1823,0,202403020311,鶴ヶ城ステークス,1700,曇,良,2024,福島,11,2024-07-06,ダート,,
1824,0,202403020312,3歳以上1勝クラス,1150,曇,良,2024,福島,12,2024-07-06,ダート,,
1825,0,202410030301,障害3歳以上未勝利,2860,晴,良,2024,小倉,1,2024-07-06,障害,,
1826,0,202410030302,2歳未勝利,1800,晴,良,2024,小倉,2,2024-07-06,芝,,
1827,0,202410030303,3歳未勝利,1000,晴,良,2024,小倉,3,2024-07-06,ダート,,
1828,0,202410030304,障害3歳以上オープン,3390,晴,良,2024,小倉,4,2024-07-06,障害,,
1829,0,202410030305,2歳新馬,1200,晴,良,2024,小倉,5,2024-07-06,芝,,
1830,0,202410030306,3歳未勝利,1200,晴,良,2024,小倉,6,2024-07-06,芝,,
1831,0,202410030307,3歳未勝利,1700,晴,良,2024,小倉,7,2024-07-06,ダート,,
1832,0,202410030308,3歳以上1勝クラス,1800,晴,良,2024,小倉,8,2024-07-06,芝,,
1833,0,202410030309,若戸大橋特別,2000,晴,良,2024,小倉,9,2024-07-06,芝,,
1834,0,202410030310,西部スポニチ賞,2600,晴,良,2024,小倉,10,2024-07-06,芝,,
1835,0,202410030311,釜山ステークス,1000,晴,良,2024,小倉,11,2024-07-06,ダート,,
1836,0,202410030312,3歳以上1勝クラス,1700,晴,良,2024,小倉,12,2024-07-06,ダート,,
1837,0,202402011001,2歳未勝利,1000,小雨,重,2024,函館,1,2024-07-07,ダート,,
1838,0,202402011002,3歳未勝利,1700,小雨,重,2024,函館,2,2024-07-07,ダート,,
1839,0,202402011003,3歳未勝利,1000,小雨,重,2024,函館,3,2024-07-07,ダート,,
1840,0,202402011004,3歳未勝利,1200,小雨,稍重,2024,函館,4,2024-07-07,芝,,
1841,0,202402011005,2歳新馬,1800,曇,稍重,2024,函館,5,2024-07-07,芝,,
1842,0,202402011006,3歳未勝利,2000,曇,稍重,2024,函館,6,2024-07-07,芝,,
1843,0,202402011007,3歳以上1勝クラス,1700,曇,重,2024,函館,7,2024-07-07,ダート,,
1844,0,202402011008,3歳以上1勝クラス,2000,曇,稍重,2024,函館,8,2024-07-07,芝,,
1845,0,202402011009,噴火湾特別,1000,曇,重,2024,函館,9,2024-07-07,ダート,,
1846,0,202402011010,横津岳特別,2600,曇,稍重,2024,函館,10,2024-07-07,芝,,
1847,0,202402011011,五稜郭ステークス,1800,曇,稍重,2024,函館,11,2024-07-07,芝,,
1848,0,202402011012,3歳以上1勝クラス,1200,曇,稍重,2024,函館,12,2024-07-07,芝,,
1849,0,202403020401,障害3歳以上未勝利,2750,晴,良,2024,福島,1,2024-07-07,障害,,
1850,0,202403020402,3歳未勝利,1700,晴,良,2024,福島,2,2024-07-07,ダート,,
1851,0,202403020403,3歳未勝利,1800,晴,良,2024,福島,3,2024-07-07,芝,,
1852,0,202403020404,3歳未勝利,1150,晴,良,2024,福島,4,2024-07-07,ダート,,
1853,0,202403020405,2歳新馬,2000,晴,良,2024,福島,5,2024-07-07,芝,,
1854,0,202403020406,2歳新馬,1200,晴,良,2024,福島,6,2024-07-07,芝,,
1855,0,202403020407,3歳未勝利,1200,晴,良,2024,福島,7,2024-07-07,芝,,
1856,0,202403020408,3歳以上1勝クラス,1700,晴,良,2024,福島,8,2024-07-07,ダート,,
1857,0,202403020409,織姫賞,1800,晴,良,2024,福島,9,2024-07-07,芝,,
1858,0,202403020410,天の川賞,1700,晴,良,2024,福島,10,2024-07-07,ダート,,
1859,0,202403020411,七夕賞,2000,晴,良,2024,福島,11,2024-07-07,芝,,G3
1860,0,202403020412,彦星賞,1150,晴,良,2024,福島,12,2024-07-07,ダート,,
1861,0,202410030401,2歳未勝利,1200,晴,良,2024,小倉,1,2024-07-07,芝,,
1862,0,202410030402,3歳未勝利,2000,晴,良,2024,小倉,2,2024-07-07,芝,,
1863,0,202410030403,3歳未勝利,2600,晴,良,2024,小倉,3,2024-07-07,芝,,
1864,0,202410030404,3歳未勝利,1700,晴,良,2024,小倉,4,2024-07-07,ダート,,
1865,0,202410030405,2歳新馬,1800,晴,良,2024,小倉,5,2024-07-07,芝,,
1866,0,202410030406,2歳新馬,1200,晴,良,2024,小倉,6,2024-07-07,芝,,
1867,0,202410030407,3歳未勝利,1800,晴,良,2024,小倉,7,2024-07-07,芝,,
1868,0,202410030408,3歳以上1勝クラス,1000,晴,良,2024,小倉,8,2024-07-07,ダート,,
1869,0,202410030409,八女特別,1700,晴,良,2024,小倉,9,2024-07-07,ダート,,
1870,0,202410030410,耶馬渓特別,1200,曇,良,2024,小倉,10,2024-07-07,芝,,
1871,0,202410030411,プロキオンステークス,1700,曇,良,2024,小倉,11,2024-07-07,ダート,,G3
1872,0,202410030412,3歳以上1勝クラス,1200,晴,良,2024,小倉,12,2024-07-07,芝,,
1873,0,202402011101,2歳未勝利,1800,晴,良,2024,函館,1,2024-07-13,芝,,
1874,0,202402011102,3歳未勝利,1700,晴,良,2024,函館,2,2024-07-13,ダート,,
1875,0,202402011103,3歳未勝利,1200,晴,良,2024,函館,3,2024-07-13,芝,,
1876,0,202402011104,3歳未勝利,2400,晴,良,2024,函館,4,2024-07-13,ダート,,
1877,0,202402011105,3歳未勝利,1800,晴,良,2024,函館,5,2024-07-13,芝,,
1878,0,202402011106,3歳未勝利,1700,晴,良,2024,函館,6,2024-07-13,ダート,,
1879,0,202402011107,3歳以上1勝クラス,2600,晴,良,2024,函館,7,2024-07-13,芝,,
1880,0,202402011108,3歳以上1勝クラス,1000,晴,良,2024,函館,8,2024-07-13,ダート,,
1881,0,202402011109,湯浜特別,1700,晴,良,2024,函館,9,2024-07-13,ダート,,
1882,0,202402011110,かもめ島特別,1800,晴,良,2024,函館,10,2024-07-13,芝,,
1883,0,202402011111,函館２歳ステークス,1200,晴,良,2024,函館,11,2024-07-13,芝,,G3
1884,0,202402011112,3歳以上1勝クラス,1200,晴,良,2024,函館,12,2024-07-13,芝,,
1885,0,202403020501,障害3歳以上未勝利,2770,晴,良,2024,福島,1,2024-07-13,障害,,
1886,0,202403020502,3歳未勝利,1700,晴,重,2024,福島,2,2024-07-13,ダート,,
1887,0,202403020503,3歳未勝利,1700,晴,重,2024,福島,3,2024-07-13,ダート,,
1888,0,202403020504,障害3歳以上オープン,3380,晴,良,2024,福島,4,2024-07-13,障害,,
1889,0,202403020505,2歳新馬,1800,晴,良,2024,福島,5,2024-07-13,芝,,
1890,0,202403020506,2歳新馬,1200,晴,良,2024,福島,6,2024-07-13,芝,,
1891,0,202403020507,3歳以上1勝クラス,1150,晴,稍重,2024,福島,7,2024-07-13,ダート,,
1892,0,202403020508,3歳未勝利,1800,晴,良,2024,福島,8,2024-07-13,芝,,
1893,0,202403020509,郡山特別,1200,晴,良,2024,福島,9,2024-07-13,芝,,
1894,0,202403020510,信夫山特別,2600,晴,良,2024,福島,10,2024-07-13,芝,,
1895,0,202403020511,安達太良ステークス,1150,晴,稍重,2024,福島,11,2024-07-13,ダート,,
1896,0,202403020512,3歳以上1勝クラス,1200,晴,良,2024,福島,12,2024-07-13,芝,,
1897,0,202410030501,2歳未勝利,1000,曇,稍重,2024,小倉,1,2024-07-13,ダート,,
1898,0,202410030502,3歳未勝利,1800,曇,良,2024,小倉,2,2024-07-13,芝,,
1899,0,202410030503,3歳未勝利,1200,曇,良,2024,小倉,3,2024-07-13,芝,,
1900,0,202410030504,3歳未勝利,1700,曇,稍重,2024,小倉,4,2024-07-13,ダート,,
1901,0,202410030505,2歳新馬,1800,曇,良,2024,小倉,5,2024-07-13,芝,,
1902,0,202410030506,3歳未勝利,1200,曇,良,2024,小倉,6,2024-07-13,芝,,
1903,0,202410030507,3歳以上1勝クラス,1700,曇,良,2024,小倉,7,2024-07-13,ダート,,
1904,0,202410030508,3歳以上1勝クラス,2000,曇,良,2024,小倉,8,2024-07-13,芝,,
1905,0,202410030509,雲仙特別,1000,曇,良,2024,小倉,9,2024-07-13,ダート,,
1906,0,202410030510,不知火特別,1800,曇,良,2024,小倉,10,2024-07-13,芝,,
1907,0,202410030511,宮崎ステークス,1700,雨,良,2024,小倉,11,2024-07-13,ダート,,
1908,0,202410030512,3歳以上1勝クラス,1200,曇,良,2024,小倉,12,2024-07-13,芝,,
1909,0,202402011201,2歳未勝利,1200,晴,良,2024,函館,1,2024-07-14,芝,,
1910,0,202402011202,3歳未勝利,1700,晴,良,2024,函館,2,2024-07-14,ダート,,
1911,0,202402011203,3歳未勝利,1200,晴,良,2024,函館,3,2024-07-14,芝,,
1912,0,202402011204,3歳未勝利,1000,晴,良,2024,函館,4,2024-07-14,ダート,,
1913,0,202402011205,2歳新馬,1800,晴,良,2024,函館,5,2024-07-14,芝,,
1914,0,202402011206,3歳未勝利,2000,晴,良,2024,函館,6,2024-07-14,芝,,
1915,0,202402011207,3歳以上1勝クラス,1700,晴,良,2024,函館,7,2024-07-14,ダート,,
1916,0,202402011208,3歳以上1勝クラス,1200,晴,良,2024,函館,8,2024-07-14,芝,,
1917,0,202402011209,臥牛山特別,1800,晴,良,2024,函館,9,2024-07-14,芝,,
1918,0,202402011210,駒場特別,1700,晴,良,2024,函館,10,2024-07-14,ダート,,
1919,0,202402011211,函館記念,2000,晴,良,2024,函館,11,2024-07-14,芝,,G3
1920,0,202402011212,湯の川温泉特別,1200,晴,良,2024,函館,12,2024-07-14,芝,,
1921,0,202403020601,2歳未勝利,1200,晴,良,2024,福島,1,2024-07-14,芝,,
1922,0,202403020602,2歳未勝利,1800,晴,良,2024,福島,2,2024-07-14,芝,,
1923,0,202403020603,3歳未勝利,2600,晴,良,2024,福島,3,2024-07-14,芝,,
1924,0,202403020604,3歳未勝利,1150,晴,稍重,2024,福島,4,2024-07-14,ダート,,
1925,0,202403020605,2歳新馬,1800,晴,良,2024,福島,5,2024-07-14,芝,,
1926,0,202403020606,2歳新馬,1150,曇,稍重,2024,福島,6,2024-07-14,ダート,,
1927,0,202403020607,3歳未勝利,1200,曇,良,2024,福島,7,2024-07-14,芝,,
1928,0,202403020608,3歳以上1勝クラス,1800,小雨,良,2024,福島,8,2024-07-14,芝,,
1929,0,202403020609,横手特別,1700,小雨,稍重,2024,福島,9,2024-07-14,ダート,,
1930,0,202403020610,阿武隈ステークス,2000,小雨,良,2024,福島,10,2024-07-14,芝,,
1931,0,202403020611,福島テレビオープン,1200,小雨,良,2024,福島,11,2024-07-14,芝,,
1932,0,202403020612,3歳以上1勝クラス,1700,小雨,稍重,2024,福島,12,2024-07-14,ダート,,
1933,0,202410030601,障害3歳以上未勝利,2860,雨,稍重,2024,小倉,1,2024-07-14,障害,,
1934,0,202410030602,2歳未勝利,1200,雨,稍重,2024,小倉,2,2024-07-14,芝,,
1935,0,202410030603,3歳未勝利,1700,雨,重,2024,小倉,3,2024-07-14,ダート,,
1936,0,202410030604,3歳未勝利,2000,雨,重,2024,小倉,4,2024-07-14,芝,,
1937,0,202410030605,2歳新馬,2000,雨,不良,2024,小倉,5,2024-07-14,芝,,
1938,0,202410030606,2歳新馬,1200,雨,不良,2024,小倉,6,2024-07-14,芝,,
1939,0,202410030607,3歳未勝利,1000,雨,不良,2024,小倉,7,2024-07-14,ダート,,
1940,0,202410030608,3歳以上1勝クラス,1200,雨,不良,2024,小倉,8,2024-07-14,芝,,
1941,0,202410030609,青島特別,1800,雨,不良,2024,小倉,9,2024-07-14,芝,,
1942,0,202410030610,西部日刊スポーツ杯,1700,雨,不良,2024,小倉,10,2024-07-14,ダート,,
1943,0,202410030611,佐世保ステークス,1200,雨,不良,2024,小倉,11,2024-07-14,芝,,
1944,0,202410030612,3歳以上1勝クラス,1700,雨,不良,2024,小倉,12,2024-07-14,ダート,,
1945,0,202401010101,2歳未勝利,1200,晴,良,2024,札幌,1,2024-07-20,芝,,
1946,0,202401010102,3歳未勝利,1000,晴,良,2024,札幌,2,2024-07-20,ダート,,
1947,0,202401010103,3歳未勝利,1700,晴,良,2024,札幌,3,2024-07-20,ダート,,
1948,0,202401010104,3歳未勝利,1500,晴,良,2024,札幌,4,2024-07-20,芝,,
1949,0,202401010105,2歳新馬,1700,晴,良,2024,札幌,5,2024-07-20,ダート,,
1950,0,202401010106,3歳未勝利,1800,晴,良,2024,札幌,6,2024-07-20,芝,,
1951,0,202401010107,3歳以上1勝クラス,1200,晴,良,2024,札幌,7,2024-07-20,芝,,
